time (ms),x (m/s^2),y (m/s^2),z (m/s^2),B (Raw)
770740,0.80,1.47,-9.54,509
771764,0.76,1.54,-9.42,509
772788,0.76,1.47,-9.46,509
773813,0.73,1.47,-9.50,509
774842,0.76,1.47,-9.42,509
775866,0.76,1.47,-9.46,509
776890,0.76,1.47,-9.50,509
777914,0.73,1.50,-9.50,509
778938,0.80,1.47,-9.50,509
779962,0.76,1.50,-9.46,509
780998,0.76,1.54,-9.54,509
782022,0.76,1.54,-9.46,509
783046,0.76,1.54,-9.46,509
784070,0.76,1.47,-9.42,509
785095,0.73,1.54,-9.42,509
786119,0.76,1.50,-9.46,509
787143,0.73,1.47,-9.42,509
788167,0.73,1.54,-9.46,509
789191,1.06,1.58,-9.31,509
790215,0.54,1.62,-9.35,509
791239,0.58,2.11,-9.39,509
792264,0.50,1.80,-9.39,509
793288,0.50,1.73,-9.58,509
794309,0.54,1.77,-9.35,509
795333,0.47,1.69,-9.39,509
796357,1.10,1.95,-9.66,509
797382,0.54,2.26,-9.50,509
798417,0.50,2.44,-9.50,509
799441,0.95,0.00,-9.66,509
800465,-16.69,-3.15,4.86,509
801489,0.69,0.45,-8.80,509
802514,1.33,6.09,-11.17,509
803538,0.50,1.95,-9.23,509
804562,0.28,7.78,-7.64,509
805586,-1.40,7.36,-5.17,509
806610,-0.17,8.08,-5.98,509
807634,-0.80,7.93,-5.44,509
808659,-1.25,7.74,-5.59,509
809683,-0.69,5.37,-6.33,509
810707,-2.08,7.67,-4.82,509
811737,-1.93,8.68,-4.74,509
812761,0.43,7.36,-7.18,509
813785,0.58,1.62,-9.35,509
814809,0.54,1.80,-9.39,509
815833,0.58,1.77,-9.39,509
816858,0.50,1.80,-9.46,509
817882,0.54,1.77,-9.39,509
818906,0.50,1.80,-9.35,509
819930,0.24,2.59,-9.54,509
820954,5.02,-6.87,-8.92,509
821978,1.10,1.32,-9.27,509
823002,1.21,0.72,-9.39,509
824026,1.25,1.65,-7.64,509
825051,0.39,4.28,-8.38,509
826075,0.35,3.83,-8.53,509
827099,0.95,3.83,-9.04,509
828123,-0.36,3.46,-7.14,509
829148,1.14,3.91,-9.27,509
830187,2.82,3.61,-9.35,509
831216,0.50,3.65,-7.22,509
832240,1.10,2.44,-8.50,509
833264,0.50,2.37,-8.92,509
834289,0.32,1.99,-9.69,509
835313,-0.02,1.69,-9.39,509
836337,0.84,2.14,-9.69,509
837373,0.43,2.86,-9.15,509
838397,1.47,2.41,-9.31,509
839421,1.14,2.41,-9.19,509
840446,1.33,2.37,-9.35,509
841470,1.59,2.33,-10.00,509
842494,1.29,2.33,-9.27,509
843520,2.18,1.05,-9.42,509
844544,0.84,2.56,-5.28,509
845568,1.74,2.37,-9.23,509
846593,1.51,2.26,-8.77,509
847617,1.25,2.48,-8.69,509
848641,1.70,2.52,-9.58,508
849671,3.12,1.73,-8.19,508
850695,2.15,2.56,-9.04,508
851719,1.33,2.41,-9.27,508
852743,-0.43,2.74,-8.57,507
853768,-1.63,2.56,-8.61,503
854792,0.13,1.95,-8.15,491
855816,1.14,1.99,-9.42,490
856841,0.09,2.86,-9.50,488
857865,2.93,2.11,-9.66,487
858889,-4.21,2.67,-8.11,487
859914,1.29,0.45,-10.12,485
860938,1.70,1.13,-9.69,481
861974,-0.17,1.99,-9.19,478
862998,-0.21,2.22,-10.62,478
864023,1.59,2.22,-9.42,478
865047,3.68,1.92,-9.73,471
866071,0.80,2.59,-8.65,483
867096,1.21,1.02,-6.56,481
868125,0.73,3.23,-10.28,481
869149,1.36,2.37,-10.35,480
870174,0.69,2.67,-9.89,459
871198,1.18,2.48,-7.61,477
872222,2.15,2.52,-9.77,476
873246,0.05,3.95,-11.94,474
874271,28.56,-24.60,-13.10,499
875295,2.18,2.74,-8.80,476
876320,1.77,2.07,-9.04,475
877356,2.15,1.80,-9.00,479
878380,1.59,2.26,-9.15,479
879405,3.72,2.48,-10.59,479
880429,1.62,1.92,-8.26,479
881453,1.44,2.26,-8.96,479
882478,1.92,1.20,-9.35,479
883502,-1.40,3.53,-10.20,479
884526,0.09,2.89,-10.28,480
885551,-0.06,5.15,-9.27,480
886580,1.40,2.78,-12.44,480
887604,3.45,2.11,-10.93,480
888629,-48.97,-1.09,-21.73,503
889653,27.03,6.58,-22.50,506
890677,1.47,2.41,-9.31,479
891702,1.55,2.93,-10.47,479
892726,3.64,3.31,-9.04,479
893750,-3.05,3.46,-8.57,479
894775,2.60,2.48,-9.39,477
895799,1.03,2.29,-9.27,477
896823,1.36,2.44,-9.04,476
897848,2.11,2.14,-9.11,475
898872,3.98,1.69,-8.65,481
899896,-1.25,1.95,-9.23,478
900920,-1.29,2.29,-9.31,477
901945,0.39,2.37,-9.46,474
902969,-0.32,2.26,-9.46,475
903994,0.13,2.63,-9.58,476
905023,-6.37,1.35,6.06,477
906047,-1.18,-1.16,10.16,476
907104,-1.10,-1.91,9.46,476
908129,-1.59,-1.35,10.24,474
909153,-0.99,-1.80,10.35,480
910177,-0.43,-2.06,9.27,483
911202,-0.95,-1.54,9.77,483
912226,-1.03,-1.50,9.19,482
913250,-0.77,-1.43,9.85,481
914286,-0.62,-1.50,9.96,482
915310,-0.80,-1.43,9.77,483
916335,-0.62,-1.73,9.96,483
917359,-0.73,-1.39,10.24,483
918383,-0.92,-1.28,9.73,483
919408,-0.69,-1.61,9.62,483
920432,-0.62,-1.54,9.46,483
921456,-0.73,-1.58,9.77,483
922497,-0.66,-1.73,10.04,483
923521,1.96,-1.46,11.36,483
924545,-0.73,-1.65,10.27,483
925570,-0.77,-1.61,9.85,484
926594,-0.69,-1.58,9.85,483
927618,-0.66,-1.58,9.77,484
928643,-0.66,-1.58,9.85,484
929667,-0.73,-1.73,9.73,483
930691,-0.88,-1.54,9.96,483
931716,-0.80,-1.80,9.23,475
932740,-0.77,-1.65,9.35,479
933764,-0.69,-1.54,9.77,479
934788,-0.69,-1.54,9.77,478
935813,-0.69,-1.50,9.85,477
936837,-0.24,-1.50,11.47,477
937861,-0.69,-1.46,10.00,476
938886,-0.69,-1.46,9.81,480
939910,-0.66,-1.46,9.85,481
940940,-0.80,-1.58,9.89,480
941964,-0.80,-1.58,9.93,479
943000,-0.69,-1.58,9.96,479
944025,-0.73,-1.69,9.77,477
945049,-0.62,-1.46,9.96,472
946073,-0.77,-1.69,9.93,476
947097,-0.80,-1.28,9.89,476
948122,-0.73,-1.24,10.00,474
949146,-0.66,-1.46,10.00,474
950170,-0.77,-1.31,9.73,473
951194,-0.51,-0.26,12.36,477
952219,-0.73,-1.61,9.58,475
953255,-0.58,-1.46,9.96,477
954279,-0.69,-1.35,9.93,480
955303,-0.51,-1.76,9.85,481
956328,-0.62,-1.58,9.81,480
957352,-0.62,-1.43,9.89,480
958383,-0.69,-1.50,9.81,480
959407,-0.54,-1.54,10.00,479
960432,-0.62,-1.50,9.81,479
961456,-0.77,-1.54,9.66,480
962480,-0.62,-1.61,9.81,479
963504,-0.62,-1.46,9.96,479
964529,-0.69,-1.50,9.89,480
965553,-0.66,-1.54,9.96,480
966577,-0.73,-1.50,9.62,480
967601,-0.47,-1.50,9.93,480
968626,-0.69,-1.50,9.73,480
969650,-0.32,-1.76,10.55,480
970674,-0.51,-1.24,9.96,480
971698,-0.80,-1.69,9.77,480
972723,-0.73,-1.73,9.73,480
973747,-0.69,-1.76,9.85,479
974771,-1.03,-1.80,9.62,479
975795,0.02,-2.85,9.96,479
976826,-0.99,-1.69,9.93,479
977850,-0.62,-1.88,10.39,479
978874,-0.54,-1.99,9.42,479
979898,-0.73,-1.80,9.69,478
980923,-4.24,0.30,9.69,478
981947,-0.73,-1.76,9.73,479
982971,-0.69,-1.76,9.73,478
984010,-0.73,-1.80,9.81,478
985035,-0.73,-1.76,9.77,478
986059,-0.73,-1.76,9.77,478
987083,-0.77,-1.76,9.73,477
988108,-0.69,-1.76,9.77,477
989132,-0.73,-1.80,9.77,477
990156,-0.69,-1.84,9.73,474
991193,-0.51,-2.03,9.62,476
992217,-0.51,-2.14,9.73,477
993241,-2.34,-1.31,8.69,479
994265,-1.03,-1.91,10.31,479
995288,-0.66,-1.84,9.73,479
996312,-0.73,-1.84,9.66,479
997336,-0.73,-1.88,9.73,479
998361,-0.58,-1.95,9.69,479
999385,-0.80,-1.88,9.50,479
1000409,-0.77,-1.84,9.69,477
1001433,-0.66,-1.99,9.73,483
1002458,-0.88,-1.99,9.62,484
1003482,-0.80,-1.95,9.73,483
1004506,-0.51,-2.33,9.81,485
1005531,-0.77,-1.80,10.55,485
1006555,-0.77,-1.80,9.77,485
1007579,-0.69,-2.06,9.73,485
1008604,0.09,0.19,9.38,485
1009628,5.81,-0.90,8.26,485
1010652,6.52,-0.90,7.41,485
1011676,6.52,-1.01,7.45,485
1012706,6.33,-1.05,7.57,484
1013730,6.37,-0.94,7.68,484
1014755,6.29,-1.01,7.64,484
1015779,6.33,-1.01,7.68,484
1016803,6.48,-0.98,7.49,484
1017827,6.37,-0.98,7.64,484
1018852,6.33,-1.01,7.57,484
1019876,6.33,-1.09,7.60,484
1020900,6.37,-1.05,7.60,484
1021924,6.41,-0.98,7.68,484
1022949,6.33,-1.05,7.57,484
1023973,6.71,-0.94,7.37,484
1024997,6.82,-0.98,7.18,484
1026021,6.74,-0.94,7.29,484
1027057,6.93,-0.94,7.26,484
1028093,1.18,-1.73,9.85,484
1029118,-0.62,-2.14,9.66,484
1030149,-0.73,-2.14,8.77,484
1031173,-0.54,-2.25,10.47,484
1032197,10.07,1.95,-0.72,483
1033222,-0.88,2.56,-8.96,483
1034246,1.44,2.48,-9.66,483
1035270,1.18,-1.31,-9.50,482
1036294,1.25,-5.30,-7.57,481
1037319,1.21,-4.73,-7.37,480
1038343,3.94,-3.27,-8.80,483
1039367,6.71,0.64,-13.72,481
1040392,3.04,6.05,-9.62,474
1041416,1.36,5.79,-7.68,482
1042440,7.23,7.78,-2.07,481
1043464,2.52,7.03,-2.50,472
1044489,6.37,1.54,-6.37,475
1045513,4.69,2.52,-9.81,475
1046537,3.49,0.04,-10.04,484
1047561,1.92,-0.64,-10.12,485
1048592,-1.70,3.87,-7.72,485
1049616,-2.30,8.30,-6.41,485
1050640,0.39,7.40,-5.79,485
1051665,1.36,6.95,-6.10,485
1052689,1.36,6.28,-7.26,485
1053713,0.65,5.26,-8.26,485
1054737,0.13,6.76,-7.72,485
1055761,0.13,6.35,-7.41,485
1056786,0.43,3.91,-8.92,485
1057810,1.33,0.79,-9.62,485
1058834,0.88,0.38,-9.54,485
1059858,1.25,0.94,-9.81,485
1060898,0.88,0.56,-9.58,484
1061922,1.92,0.56,-9.73,484
1062946,-4.13,-1.46,-8.61,484
1063970,-0.58,1.69,-9.31,484
1064995,1.85,0.15,-9.19,484
1066025,0.17,0.38,-9.97,485
1067049,-0.36,1.05,-9.62,485
1068084,0.05,1.24,-9.66,484
1069109,0.35,0.38,-9.58,486
1070133,-1.29,1.50,-9.04,486
1071157,0.24,0.53,-9.69,486
1072181,0.69,0.72,-9.62,486
1073205,0.88,1.02,-10.00,486
1074230,0.17,0.11,-10.04,486
1075254,0.17,0.11,-9.27,487
1076278,0.17,0.45,-9.39,486
1077302,0.62,0.90,-9.77,486
1078326,0.65,0.90,-9.73,486
1079351,0.73,0.90,-9.04,486
1080375,0.17,0.49,-9.54,486
1081399,0.84,1.05,-9.73,486
1082423,0.76,0.98,-9.42,486
1083447,-0.84,-1.54,-7.95,485
1084478,0.73,-3.12,-10.43,485
1085502,0.24,-0.79,-9.23,485
1086526,1.18,0.90,-9.89,484
1087550,-2.86,-2.78,-7.30,484
1088575,2.48,-7.51,-5.44,485
1089599,1.36,-6.01,-5.36,484
1090623,4.61,-6.08,-5.75,485
1091648,2.41,-6.23,-8.57,485
1092672,2.60,-5.07,-6.48,485
1093696,2.52,-5.97,-7.49,486
1094720,2.45,-6.38,-6.91,486
1095744,3.16,-4.69,-7.37,485
1096769,4.87,-6.38,-8.77,485
1097793,-4.95,-3.94,-2.92,485
1098817,4.05,-5.07,-7.45,484
1099842,5.88,-4.51,-8.30,484
1100878,1.06,-4.28,-8.46,485
1101908,1.66,-4.84,-8.11,484
1102932,3.87,-7.70,-8.07,484
1103958,2.03,-6.54,-5.94,484
1104982,3.34,-3.87,-8.65,484
1106006,3.38,-3.68,-7.80,484
1107030,2.45,-4.32,-8.42,483
1108054,4.24,-4.21,-8.53,483
1109079,2.78,-5.30,-8.03,483
1110103,2.67,-4.73,-7.88,483
1111127,2.52,-4.88,-8.07,482
1112163,1.03,-4.99,-8.11,481
1113187,0.76,-5.18,-7.57,481
1114211,2.03,-6.27,-8.65,481
1115236,3.57,-6.20,-9.00,482
1116260,2.74,-5.52,-8.65,482
1117284,13.73,-4.92,-12.67,482
1118308,3.12,-4.84,-8.19,481
1119339,2.63,-4.88,-7.99,481
1120363,0.17,-5.11,-8.42,481
1121387,-0.09,-4.66,-8.38,481
1122411,-0.02,-4.36,-8.92,481
1123436,0.95,-0.41,-9.69,481
1124460,-0.17,0.34,-10.89,481
1125484,0.17,2.22,-10.31,482
1126508,-0.62,1.92,-9.97,481
1127532,1.66,1.65,-9.31,481
1128557,0.65,-1.31,-8.92,481
1129581,-1.85,-0.26,-10.04,482
1130605,-1.29,0.53,-8.57,481
1131629,0.17,0.11,-9.39,481
1132654,1.44,0.98,-10.08,481
1133678,0.91,0.49,-9.62,481
1134702,0.17,0.23,-9.19,481
1135726,0.24,1.02,-9.81,481
1136757,0.54,0.56,-9.42,481
1137797,1.74,-0.60,-9.42,481
1138821,0.50,1.02,-10.31,480
1139846,0.50,-1.24,-8.07,481
1140870,1.25,0.11,-9.39,480
1141894,1.47,1.02,-9.89,480
1142918,1.77,1.47,-10.97,481
1143943,0.32,-1.09,-8.22,480
1144978,0.24,1.50,-9.73,480
1146002,1.40,1.58,-10.08,480
1147027,0.13,-0.34,-9.23,480
1148051,0.76,0.75,-9.77,480
1149075,1.51,0.08,-10.12,481
1150099,0.24,0.72,-9.62,481
1151124,0.54,1.20,-9.46,480
1152148,0.80,-0.30,-9.39,480
1153172,2.15,0.90,-9.85,480
1154202,-0.62,0.75,-8.53,480
1155227,-2.11,-0.26,-9.35,480
1156251,-1.03,0.04,-9.54,480
1157275,0.80,-0.75,-7.80,480
1158299,1.18,0.23,-9.85,480
1159324,1.14,1.20,-8.69,480
1160348,0.35,0.98,-9.93,480
1161372,1.40,-0.60,-9.00,479
1162396,2.74,1.69,-11.71,479
1163420,0.35,1.58,-10.39,479
1164445,0.17,-0.37,-10.20,480
1165469,2.97,2.41,-12.60,479
1166493,0.73,0.45,-9.62,479
1167517,-1.44,4.02,-10.89,479
1168542,1.77,1.50,-10.20,480
1169566,0.05,0.19,-8.88,479
1170590,3.90,2.14,-11.24,479
1171648,1.92,0.72,-11.24,478
1172674,-0.84,-0.04,-8.65,480
1173701,1.14,0.08,-10.97,481
1174728,-0.66,-3.38,-8.46,481
1175755,0.17,-3.49,-9.08,480
1176782,0.39,-3.23,-9.00,480
1177809,0.69,-3.38,-8.88,479
1178836,0.73,-3.19,-9.04,481
1179863,0.95,-3.42,-9.04,480
1180890,1.29,-3.30,-8.88,479
1181917,1.21,-3.57,-8.92,478
1182944,1.10,-3.57,-8.77,478
1183971,-0.17,-0.26,-10.31,479
1184998,0.32,-0.82,-9.04,478
1186025,0.43,0.34,-9.31,478
1187051,0.76,0.08,-9.50,476
1188078,1.21,0.87,-10.20,476
1189111,0.05,-1.91,-8.11,473
1190138,0.09,1.20,-8.80,470
1191165,0.50,-0.07,-7.95,476
1192193,-0.21,2.78,-9.42,477
1193220,0.28,1.69,-10.28,477
1194247,-5.40,-0.41,-6.95,478
1195273,-0.36,1.54,-9.46,479
1196312,1.62,-0.04,-9.31,479
1197339,1.36,0.11,-9.66,480
1198366,-0.39,-0.37,-5.94,480
1199393,-0.28,1.62,-10.04,502
1200420,0.28,0.87,-9.85,502
1201446,0.02,1.02,-9.77,502
1202473,-0.09,1.17,-9.69,502
1203501,1.59,1.99,-11.44,502
1204528,0.24,1.92,-10.04,503
1205555,0.24,0.87,-9.97,503
1206588,-0.77,0.56,-9.35,503
1207615,-0.24,1.32,-9.00,503
1208641,1.51,1.92,-10.43,503
1209668,1.14,0.72,-9.69,503
1210695,0.54,0.23,-9.23,503
1211722,0.28,0.08,-9.23,503
1212749,0.80,0.79,-9.85,503
1213776,0.62,0.45,-9.69,503
1214819,0.76,0.45,-9.66,503
1215845,0.58,0.45,-10.08,503
1216872,0.32,0.19,-8.19,503
1217899,-1.89,0.08,-9.58,503
1218926,-0.17,0.08,-7.18,504
1219953,0.09,2.37,-9.81,504
1220979,1.25,2.14,-9.23,504
1222018,1.44,2.48,-8.92,504
1223045,1.21,2.74,-9.23,504
1224072,1.33,2.86,-9.15,504
1225105,0.91,2.67,-8.77,504
1226132,3.72,2.63,-8.92,504
1227158,1.89,1.88,-8.84,504
1228185,2.26,3.57,-8.65,504
1229212,0.17,1.17,-9.15,504
1230239,1.92,1.95,-9.69,504
1231266,4.09,1.88,-9.54,504
1232293,2.07,-0.30,-10.66,504
1233319,-3.16,2.33,-7.99,504
1234347,0.05,1.05,-9.23,504
1235374,5.25,-2.67,-13.22,504
1236401,-0.43,0.08,-9.42,504
1237428,1.47,-0.56,-9.08,504
1238455,-1.40,-0.26,-8.42,504
1239482,-1.07,-0.34,-8.50,504
1240508,2.48,-1.65,-9.19,504
1241535,2.22,1.77,-11.36,504
1242568,2.89,0.64,-7.41,504
1243595,0.91,0.98,-9.35,504
1244622,0.43,1.84,-9.93,504
1245662,0.24,0.08,-9.31,504
1246688,1.06,0.26,-9.77,504
1247715,0.39,-0.71,-8.53,504
1248742,1.44,1.28,-10.47,504
1249769,0.69,0.00,-10.08,504
1250796,1.70,0.08,-8.73,504
1251822,0.84,0.72,-9.62,504
1252849,4.02,0.64,-13.95,504
1253876,2.18,-0.41,-10.43,504
1254903,2.52,1.28,-10.62,504
1255930,0.39,-0.94,-9.35,503
1256957,3.12,0.56,-10.20,504
1257985,1.25,0.00,-9.85,504
1259011,0.35,1.54,-9.85,504
1260044,0.91,1.80,-9.00,503
1261071,1.40,2.93,-12.17,503
1262098,0.17,2.03,-9.04,503
1263124,1.03,1.05,-10.00,503
1264151,0.95,0.60,-9.42,504
1265178,-0.06,0.15,-9.08,503
1266205,1.74,1.95,-10.78,503
1267232,-0.69,1.73,-8.57,504
1268258,1.96,1.02,-9.77,503
1269285,0.32,1.65,-9.66,503
1270312,0.17,0.19,-8.38,503
1271340,1.74,-1.50,-11.36,503
1272367,2.48,3.34,-11.55,503
1273394,-3.94,0.98,-11.51,502
1274420,-3.23,-0.52,-9.97,502
1275447,-4.69,-1.95,-7.26,502
1276474,-5.40,0.34,-2.42,502
1277507,-6.19,2.44,-6.56,503
1278534,-7.87,1.28,-5.44,504
1279561,-9.36,0.26,-3.81,503
1280600,-8.05,0.72,-4.39,503
1281627,-9.47,3.98,-6.48,504
1282654,-8.43,2.56,-4.47,503
1283680,-7.61,2.37,-5.32,503
1284707,-7.19,3.76,-6.48,506
1285734,-7.38,1.99,-5.09,507
1286761,-6.07,1.05,-7.76,506
1287788,-6.52,1.02,-7.02,506
1288815,-6.67,0.04,-7.33,506
1289842,-6.52,0.08,-7.26,506
1290868,-6.63,0.19,-6.99,506
1291911,-6.71,0.26,-7.10,506
1292938,-6.56,0.11,-7.18,506
1293965,-6.15,0.08,-7.72,506
1294992,-6.07,0.49,-7.49,506
1296017,-5.85,0.49,-7.72,506
1297044,-6.04,0.11,-8.03,506
1298071,-5.77,0.08,-7.68,506
1299109,-5.36,-0.22,-7.84,506
1300136,-6.04,0.08,-7.37,506
1301164,-5.14,-9.65,-7.91,506
1302190,5.70,-0.11,-12.52,505
1303217,1.29,1.47,-11.05,505
1304244,-0.58,1.65,-8.22,505
1305271,1.51,2.59,-11.24,505
1306298,0.20,1.84,-10.89,505
1307324,0.54,0.87,-11.75,505
1308351,0.84,0.11,-10.12,505
1309378,1.14,0.75,-8.50,505
1310405,1.06,0.53,-9.50,505
1311432,1.66,0.64,-10.00,505
1312459,1.40,0.75,-9.85,505
1313492,0.35,0.83,-9.27,505
1314519,0.91,0.49,-7.61,505
1315546,0.91,0.60,-10.89,505
1316573,0.73,0.08,-10.20,505
1317600,0.69,0.11,-11.05,505
1318626,0.54,0.75,-9.46,505
1319665,0.50,0.49,-9.85,505
1320692,0.05,0.56,-9.11,505
1321719,0.05,0.41,-9.54,505
1322745,0.47,0.94,-11.05,505
1323772,0.88,0.60,-10.62,505
1324800,0.84,-0.04,-9.81,505
1325827,1.44,0.19,-11.28,505
1326854,0.99,1.69,-10.35,505
1327880,0.13,1.92,-10.20,505
1328907,0.95,0.90,-10.86,505
1329934,1.89,0.34,-9.31,505
1330967,0.09,1.32,-9.31,505
1331994,0.13,1.50,-9.73,505
1333020,1.81,1.84,-9.54,505
1334047,1.55,1.05,-9.97,505
1335074,1.06,0.45,-11.17,505
1336101,1.06,1.02,-9.11,505
1337128,1.14,1.65,-10.97,506
1338155,1.33,1.54,-11.05,505
1339182,0.20,1.32,-10.28,505
1340209,0.17,1.35,-9.23,505
1341236,0.17,2.14,-9.11,505
1342262,0.54,1.69,-9.27,506
1343289,2.03,0.60,-10.51,506
1344316,1.92,0.94,-10.12,506
1345343,1.21,1.35,-9.27,505
1346369,1.21,1.17,-9.50,505
1347396,1.06,0.34,-9.93,505
1348429,1.10,0.19,-10.08,505
1349456,0.84,0.38,-9.39,505
1350483,0.65,0.79,-10.93,505
1351510,1.10,0.94,-9.81,505
1352537,1.62,1.02,-10.12,505
1353564,1.40,0.26,-9.54,505
1354591,0.99,0.68,-8.92,505
1355617,1.14,1.02,-11.09,506
1356644,1.21,0.75,-10.12,505
1357671,1.14,0.34,-10.51,505
1358698,0.95,0.75,-10.35,505
1359725,0.17,0.56,-9.27,505
1360751,1.36,0.83,-8.53,505
1361778,0.28,0.45,-9.42,505
1362805,0.47,0.15,-9.19,505
1363832,0.69,0.26,-11.28,505
1364858,1.40,0.41,-11.13,505
1365898,1.51,0.87,-9.23,505
1366947,0.76,0.87,-9.81,505
1367974,0.47,1.09,-10.43,506
1369017,0.20,1.17,-9.00,506
1370044,0.43,0.23,-10.86,505
1371070,1.62,0.00,-10.82,505
1372097,1.29,0.38,-9.93,505
1373124,1.18,0.83,-8.77,506
1374151,1.29,0.83,-10.04,505
1375177,1.29,0.75,-9.77,506
1376216,1.29,0.34,-10.08,505
1377243,1.10,0.56,-9.23,505
1378270,1.14,0.79,-9.81,505
1379297,1.06,0.83,-10.39,505
1380323,1.14,0.68,-10.31,505
1381350,1.25,0.15,-8.57,505
1382377,0.99,0.15,-10.93,505
1383404,0.91,0.19,-10.74,506
1384435,0.24,0.08,-10.16,506
1385462,0.88,0.15,-8.61,505
1386488,1.96,1.09,-10.62,505
1387515,0.54,1.24,-8.92,505
1388542,0.73,1.88,-10.31,505
1389570,0.99,1.73,-10.24,505
1390597,1.21,0.94,-9.35,505
1391624,0.17,0.60,-9.62,505
1392650,-0.02,0.60,-9.97,505
1393677,0.20,0.08,-10.04,505
1394716,1.21,0.11,-9.89,505
1395743,1.10,1.32,-10.31,506
1396770,0.76,1.58,-8.19,505
1397797,0.43,1.62,-10.55,506
1398823,0.17,0.08,-10.47,505
1399851,1.47,0.15,-10.51,505
1400878,1.59,1.80,-10.00,505
1401911,0.65,1.58,-9.58,505
1402938,0.80,1.09,-10.70,505
1403965,1.29,0.38,-8.73,505
1404992,0.28,1.62,-9.85,505
1406018,0.13,1.54,-9.85,505
1407045,1.33,0.90,-10.00,506
1408072,1.47,1.02,-10.89,505
1409099,0.17,0.75,-9.39,506
1410126,0.20,1.17,-10.20,505
1411153,1.33,1.35,-10.62,505
1412180,0.24,1.20,-8.80,506
1413208,0.76,0.19,-9.19,505
1414235,1.59,2.26,-10.93,505
1415262,0.50,1.92,-10.70,505
1416289,1.62,0.04,-9.19,506
1417316,1.36,-0.41,-10.28,506
1418343,0.62,0.53,-10.86,505
1419370,0.35,1.99,-11.32,505
1420403,1.21,1.32,-9.42,506
1421430,0.47,1.05,-9.85,505
1422457,0.58,0.94,-11.05,506
1423484,0.91,1.73,-9.46,505
1424512,0.54,1.50,-10.20,505
1425539,0.58,-0.19,-10.08,505
1426566,1.74,0.45,-9.89,505
1427593,1.44,1.20,-9.35,505
1428619,1.14,1.13,-11.13,505
1429647,0.39,0.11,-9.89,505
1430673,-0.17,0.38,-10.28,506
1431700,0.17,0.49,-9.69,506
1432727,0.88,0.83,-8.69,505
1433754,0.54,1.09,-9.89,505
1434781,-0.28,1.02,-9.66,505
1435808,1.66,1.05,-10.62,505
1436835,1.36,-0.11,-8.34,506
1437869,1.06,-0.34,-8.53,505
1438896,0.84,0.19,-9.04,506
1439923,1.51,1.47,-11.28,505
1440950,0.69,0.49,-10.78,506
1441977,0.43,-0.15,-10.00,506
1443004,0.17,0.64,-9.62,506
1444031,0.13,1.58,-9.00,506
1445058,0.24,1.84,-9.66,506
1446100,0.58,1.05,-10.00,505
1447127,0.17,0.98,-9.69,505
1448154,0.76,1.05,-9.81,506
1449181,1.47,0.90,-10.28,506
1450220,0.76,1.20,-9.85,506
1451247,0.32,1.32,-9.39,506
1452274,0.32,1.47,-9.39,506
1453301,0.99,0.83,-9.89,506
1454340,1.25,-0.15,-9.85,505
1455373,1.59,0.11,-11.17,506
1456400,0.80,0.87,-10.97,506
1457427,0.28,0.98,-9.19,506
1458453,0.17,0.68,-9.62,506
1459480,0.17,0.23,-10.74,506
1460507,0.69,0.30,-10.12,506
1461534,1.51,0.64,-9.31,506
1462561,1.18,0.90,-9.00,505
1463588,0.17,0.94,-9.85,506
1464615,0.13,0.45,-10.00,506
1465643,1.89,0.08,-10.16,505
1466670,1.21,1.24,-10.70,506
1467697,0.13,2.11,-9.81,506
1468736,1.03,0.98,-10.59,506
1469763,1.96,0.08,-10.47,506
1470790,0.80,1.05,-9.27,506
1471817,0.09,1.28,-9.97,506
1472844,0.32,0.19,-9.31,505
1473878,0.54,1.05,-9.00,506
1474905,0.02,1.99,-10.00,506
1475932,1.36,1.28,-10.12,506
1476959,1.77,0.15,-9.93,505
1477986,0.32,0.79,-8.88,506
1479013,-0.02,1.43,-8.84,506
1480040,1.14,1.09,-10.28,505
1481067,1.66,0.72,-9.50,506
1482093,0.58,0.94,-9.08,505
1483120,0.13,1.05,-9.81,506
1484147,0.13,1.05,-9.39,506
1485174,0.80,0.11,-10.51,506
1486201,1.51,0.11,-9.81,506
1487228,1.14,1.32,-9.89,506
1488256,0.20,1.80,-9.54,506
1489283,0.20,0.49,-9.89,505
1490310,0.88,0.19,-9.39,506
1491343,0.28,1.39,-9.23,506
1492370,0.09,1.80,-10.20,505
1493396,0.76,0.08,-9.97,506
1494423,0.80,-0.11,-10.35,506
1495450,0.91,0.23,-10.00,506
1496477,1.33,0.79,-10.16,506
1497504,0.84,0.68,-10.35,506
1498531,0.17,0.08,-9.39,506
1499558,-0.17,0.72,-9.23,506
1500585,-0.09,1.09,-9.39,506
1501613,0.35,1.09,-9.00,505
1502640,1.10,0.23,-9.97,506
1503667,1.29,0.34,-10.20,506
1504694,1.25,1.09,-10.35,505
1505721,1.29,0.98,-10.00,506
1506748,1.10,0.04,-9.85,506
1507774,0.13,0.26,-9.81,506
1508807,-0.13,0.60,-9.19,505
1509834,0.17,0.87,-9.15,506
1510861,0.17,0.34,-9.35,506
1511888,0.65,0.08,-9.08,505
1512915,0.99,0.30,-8.88,505
1513943,1.25,0.56,-9.50,505
1514970,1.40,0.11,-9.77,506
1515996,0.69,0.08,-10.97,505
1517023,-0.06,0.45,-9.54,505
1518050,0.13,1.28,-10.35,505
1519077,0.91,1.58,-10.51,505
1520104,0.50,0.98,-10.16,505
